DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income,prim_Boys_social_category,prim_Boys_income,prim_Overall_social_category,prim_Overall_income,upPrim_Girls_social_category,upPrim_Girls_income,upPrim_Boys_social_category,upPrim_Boys_income,upPrim_Overall_social_category,upPrim_Overall_income,snr_Girls_social_category,snr_Girls_income,snr_Boys_social_category,snr_Boys_income,snr_Overall_social_category,snr_Overall_income
10001,ANANTAPUR,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,75.61062127351761,24.38938021659851,83.97445529699326,16.025543212890625,0.29835922177881,99.7016429901123,0.0020078447050764225,99.99799728393555,0.0659950659610331,99.93399977684021
10001,ANANTAPUR,OBC,High,0,50.527071952819824,49.472928047180176,9.400180727243423,90.5998170375824,31.289127469062805,68.71086955070496,6.006937474012375,93.99306178092957,12.723499536514282,87.27650046348572,10.232167690992355,89.76783156394958,0.0034692664485191926,99.99653100967407,1.1442425318364258e-05,99.99998807907104,0.0016366464478778653,99.99836683273315
10001,ANANTAPUR,SC,High,0,78.93815338611603,21.061843633651733,68.66253614425659,31.337463855743408,82.19184875488281,17.808151245117188,31.77204132080078,68.22795867919922,24.417459964752197,75.5825400352478,26.898804306983948,73.10119867324829,0.010043779184343293,99.98995065689087,3.8625654497081996e-05,99.99996423721313,0.004048937626066618,99.99594688415527
10001,ANANTAPUR,ST,High,0,77.12338268756866,22.876614332199097,76.17326229810715,23.826736211776733,81.24717772006989,18.752819299697876,11.689948290586472,88.31005096435547,8.106941729784012,91.89306497573853,11.528477817773819,88.47152590751648,0.07276932010427117,99.92722868919373,1.864127625594847e-05,99.99997615814209,0.0176138142705895,99.98238682746887
10001,ANANTAPUR,Overall,High,0,73.42084348201752,26.579153537750244,38.741591572761536,61.25839948654175,66.17166996002197,33.82833003997803,16.318713128566742,83.68128538131714,15.366168320178986,84.63382720947266,19.043101370334625,80.9569001197815,0.006210946594364941,99.9937891960144,1.650269467745602e-05,99.99998807907104,0.001850845364970155,99.99815225601196
10002,CHITTOOR,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,72.9616791009903,27.038317918777466,83.97445529699326,16.025543212890625,27.31597125530243,72.68403172492981,0.6811140105128288,99.31888580322266,4.061058163642883,95.93893885612488
10002,CHITTOOR,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,75.2435564994812,24.756449460983276,79.17401045560837,20.82599401473999,82.67751783132553,17.32248067855835,0.09259295766241848,99.90741014480591,0.028560968348756433,99.97143149375916,0.08848406723700464,99.91151690483093
10002,CHITTOOR,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,42.24016070365906,57.75983929634094,72.12425172328949,27.875739336013794,61.27312779426575,38.726866245269775,0.1479831524193287,99.85201954841614,0.010101583029609174,99.98990297317505,0.0740168325137347,99.92597699165344
10002,CHITTOOR,ST,High,0,77.12338268756866,22.876614332199097,77.49419510364532,22.505801916122437,81.24717772006989,18.752819299697876,0.612974027171731,99.38702583312988,1.0218743234872818,98.97812604904175,0.8893251419067383,99.11068081855774,19.714264571666718,80.28573989868164,0.009270313603337854,99.99072551727295,0.5426052957773209,99.45740103721619
10002,CHITTOOR,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,61.575666069984436,38.4243369102478,59.96192395687103,40.03807306289673,68.58406066894531,31.415939331054688,0.1256392919458449,99.87435936927795,0.021832615311723202,99.97816681861877,0.07934470777399838,99.92066025733948
10003,EASTGODAVARI,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,66.15073084831238,33.8492751121521,32.25809633731842,67.74190664291382,52.93651819229126,47.06348180770874,0.12321650283411145,99.87678527832031,0.0002593028739283909,99.99973773956299,0.02314289886271581,99.97685551643372
10003,EASTGODAVARI,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,58.482152223587036,41.51785373687744,45.23908793926239,54.76090908050537,57.7549546957016,42.24504232406616,0.0355940981535241,99.96440410614014,7.225048079817498e-05,99.99992847442627,0.011112010543001816,99.98888969421387
10003,EASTGODAVARI,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,34.36089754104614,65.63910245895386,41.59760773181915,58.40238332748413,38.441962003707886,61.55803203582764,0.058843742590397596,99.94115829467773,0.0002971841013277299,99.99970197677612,0.02062963612843305,99.97937083244324
10003,EASTGODAVARI,ST,High,0,77.12338268756866,22.876614332199097,17.230547964572906,82.76945352554321,54.94968295097351,45.05031704902649,0.20878249779343605,99.79121088981628,0.21949941292405128,99.78050589561462,0.3522754181176424,99.64773058891296,0.0737309455871582,99.92626309394836,0.005139886707183905,99.99486207962036,0.07381439208984375,99.92617964744568
10003,EASTGODAVARI,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,33.58456790447235,66.41543507575989,19.33280974626541,80.66718578338623,30.19287884235382,69.8071300983429,0.03214252064935863,99.96786117553711,7.61291119033558e-05,99.99992847442627,0.007611314504174516,99.9923825263977
10004,GUNTUR,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,47.109562158584595,52.89044380187988,58.09287428855896,41.90711975097656,59.243762493133545,40.756237506866455,0.060064857825636864,99.93993043899536,0.004452187567949295,99.99555349349976,0.030289372080005705,99.96970891952515
10004,GUNTUR,OBC,High,0,69.3644255399704,30.635571479797363,35.742512345314026,64.25748467445374,59.080708026885986,40.919286012649536,13.616526126861572,86.3834798336029,35.26701331138611,64.73298668861389,27.817615866661072,72.18238711357117,0.011927103332709521,99.98806715011597,8.295921816170448e-05,99.99991655349731,0.005763922672485933,99.99423027038574
10004,GUNTUR,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,28.263413906097412,71.73658609390259,43.632471561431885,56.367528438568115,36.563894152641296,63.43610882759094,0.024668165133334696,99.97532963752747,0.00012595388625413761,99.9998688697815,0.009595333540346473,99.99040365219116
10004,GUNTUR,ST,High,1,29.696989059448242,70.30301094055176,7.051070034503937,92.9489254951477,23.243936896324158,76.75606608390808,0.1374581945128739,99.862539768219,0.6163711193948984,99.38362240791321,0.417176540941,99.58282113075256,0.03156821185257286,99.96843338012695,0.0016399790183641016,99.9983549118042,0.0340609869454056,99.96594190597534
10004,GUNTUR,Overall,High,0,73.42084348201752,26.579153537750244,59.59998965263367,40.40001034736633,75.16065835952759,24.839341640472412,12.430104613304138,87.5698983669281,26.118168234825134,73.88182878494263,23.312368988990784,76.68762803077698,0.013529947318602353,99.98646974563599,0.00016734380778871127,99.99983310699463,0.005310282722348347,99.99469518661499
10005,KADAPA,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,79.69526797533035,20.30472755432129,83.97445529699326,16.025543212890625,0.12200174387544394,99.87799525260925,5.524590278582764e-05,99.99994039535522,0.015284543042071164,99.98471736907959
10005,KADAPA,OBC,High,0,80.2348867058754,19.765114784240723,60.08610129356384,39.91389870643616,75.53243935108185,24.467557668685913,0.5046057980507612,99.49539303779602,1.3749908655881882,98.62500429153442,0.8795315399765968,99.12046790122986,0.0026475896447664127,99.99735355377197,3.005253823573639e-07,100.0,0.0005603222689387621,99.99943971633911
10005,KADAPA,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,12.083230167627335,87.91676759719849,22.187715768814087,77.81228423118591,16.23435914516449,83.76564383506775,0.02005998248932883,99.97994303703308,8.145867127495876e-05,99.99991655349731,0.007596870273118839,99.99240636825562
10005,KADAPA,ST,High,0,77.12338268756866,22.876614332199097,77.49419510364532,22.505801916122437,81.24717772006989,18.752819299697876,0.10160227539017797,99.89839196205139,8.318023383617401,91.68197512626648,0.6366773042827845,99.36331510543823,0.0021268147975206375,99.997878074646,5.281111725707888e-06,100.0,0.0015819359759916551,99.99841451644897
10005,KADAPA,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,7.442125678062439,92.55787134170532,8.003253489732742,91.99674129486084,9.139492362737656,90.86050391197205,0.0066081571276299655,99.99339580535889,1.8768387732848169e-06,100.0,0.0011178539352840744,99.99887943267822
10006,KRISHNA,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,79.69526797533035,20.30472755432129,83.97445529699326,16.025543212890625,0.0191089027794078,99.98089671134949,8.569425347104698e-06,99.99998807907104,0.0030319813959067687,99.99697208404541
10006,KRISHNA,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,79.61528301239014,20.38472294807434,79.6279326081276,20.372068881988525,85.46207994222641,14.537924528121948,0.0038788217352703214,99.9961256980896,1.5782335438530026e-06,100.0,0.0010734432180470321,99.99892711639404
10006,KRISHNA,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,74.8619556427002,25.138044357299805,28.176137804985046,71.82385921478271,49.84971284866333,50.15028715133667,0.007570647721877322,99.99243021011353,6.409639752291696e-06,99.99998807907104,0.0021509549696929753,99.99785423278809
10006,KRISHNA,ST,High,0,77.12338268756866,22.876614332199097,77.49419510364532,22.505801916122437,81.24717772006989,18.752819299697876,1.5102607198059559,98.48973155021667,0.9520197287201881,99.04797673225403,1.0863589122891426,98.91364574432373,0.004420053301146254,99.99557733535767,2.2875912009112653e-05,99.99997615814209,0.0035738907172344625,99.99642372131348
10006,KRISHNA,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,72.57311046123505,27.426892518997192,65.47242999076843,34.52757000923157,77.65321433544159,22.34678864479065,0.003984635986853391,99.996018409729,1.6446442430151365e-06,100.0,0.0007911572538432665,99.99921321868896
10007,KURNOOL,General,High,0,77.79921293258667,22.200793027877808,76.72200202941895,23.277997970581055,81.42042011022568,18.57958436012268,78.39099615812302,21.609002351760864,79.695263504982,20.304733514785767,83.97446572780609,16.025537252426147,0.2254269551485777,99.774569272995,0.007795796409482136,99.99220371246338,0.07727897027507424,99.92271661758423
10007,KURNOOL,OBC,High,1,16.954362392425537,83.04563164710999,5.416063964366913,94.58394050598145,15.428970754146576,84.5710277557373,0.33296027686446905,99.66704249382019,0.6392674520611763,99.36072826385498,0.5408813245594501,99.45911765098572,0.003495168493827805,99.99650716781616,3.1292000102212114e-06,100.0,0.0011956554772041272,99.99880790710449
10007,KURNOOL,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,0.9383229538798332,99.06167387962341,4.349570348858833,95.65043449401855,1.9723394885659218,98.02765846252441,0.032078722142614424,99.96792078018188,9.800205589272082e-05,99.99990463256836,0.010439634206704795,99.98955726623535
10007,KURNOOL,ST,High,0,77.12338268756866,22.876614332199097,77.49419510364532,22.505801916122437,81.24717772006989,18.752819299697876,0.10618951637297869,99.89381432533264,35.90155243873596,64.09845352172852,1.1074739508330822,98.89252781867981,0.11104599107056856,99.88895058631897,85.29276102781296,14.707237482070923,9.06105563044548,90.93893766403198
10007,KURNOOL,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,0.4121079109609127,99.58789348602295,1.3393239118158817,98.66067171096802,0.6354116834700108,99.36459064483643,0.00689267399138771,99.99310970306396,1.4361218347858085e-05,99.99998807907104,0.001898404116218444,99.99810457229614
10008,NELLORE,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,79.69526797533035,20.30472755432129,83.97445529699326,16.025543212890625,0.5278418306261301,99.4721531867981,0.4474128130823374,99.55258965492249,0.3855766262859106,99.614417552948
10008,NELLORE,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,29.016903042793274,70.98309993743896,49.387726187705994,50.612276792526245,45.80657780170441,54.193419218063354,0.045947430771775544,99.95405673980713,0.0007972710591275245,99.99920129776001,0.023261627939064056,99.97673630714417
10008,NELLORE,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,36.65715754032135,63.34284543991089,25.985845923423767,74.01416301727295,30.16442060470581,69.83557939529419,0.058689434081315994,99.94131326675415,0.0003011349008374964,99.99970197677612,0.020101260452065617,99.97989535331726
10008,NELLORE,ST,High,1,1.117125991731882,98.8828718662262,0.25343243032693863,99.746572971344,1.3717358000576496,98.62826466560364,0.00869770665303804,99.9912977218628,0.008338026964338496,99.99165534973145,0.03273763868492097,99.96726512908936,0.0013746290278504603,99.99862909317017,9.159127345448326e-08,100.0,0.0004477494258026127,99.9995470046997
10008,NELLORE,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,3.106595203280449,96.89341187477112,8.106058835983276,91.89394116401672,6.218371540307999,93.78162622451782,0.0371127447579056,99.96289014816284,0.0006123485036368947,99.99939203262329,0.013987648708280176,99.98600482940674
10009,PRAKASAM,General,High,0,77.79921293258667,22.200793027877808,74.2488145828247,25.751185417175293,81.42041712999344,18.57958436012268,58.71918499469757,41.28081798553467,23.898665606975555,76.1013388633728,42.57667064666748,57.42332935333252,0.016224387218244374,99.98377561569214,2.0363025043934613e-06,100.0,0.0019588160284911282,99.99804496765137
10009,PRAKASAM,OBC,High,0,80.2348867058754,19.765114784240723,52.79350280761719,47.20649719238281,77.3068830370903,22.693121433258057,9.121338278055191,90.87866544723511,22.10533916950226,77.8946578502655,17.327262461185455,82.67273306846619,0.0035212677175877616,99.99648332595825,2.1645586656404703e-06,100.0,0.001090600108000217,99.99891519546509
